BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,STREET_NAME,FORMATTED_ADDRESS
Brokered by AA Real Estate Agents,House for sale,"41,241,281",3,2,962.68,"Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Sasiri Land Sale,House for sale,"222,546,794",8,7,"7,977.90","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"23,766,253",5,4,"2,703.83","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by Asitha Properties,House for sale,"37,919,165",2,2,"1,106.04","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Asitha Properties,House for sale,"10,187,093",1,2,"1,248.37","Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"88,278,316",6,5,"5,847.82","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Propertydeal.lk,House for sale,"18,941,595",2,2,"1,163.54","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by AA Real Estate Agents,House for sale,"10,583,152",2,2,"1,296.90","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Property Advertising,House for sale,"56,454,372",7,6,"4,537.74","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Sell Fast | AD Zone,Villa for sale,"50,784,962",5,4,"2,280.65","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
No broker,House for sale,"50,228,206",4,4,"3,808.27","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by PK Property Solutions,House for sale,"251,965,194",7,6,"5,613.98","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Property Solutions,House for sale,"34,554,797",3,2,"1,672.75","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Mohammed Rizmi,House for sale,"45,374,277",5,5,"3,514.87","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Mohammed Rizmi,House for sale,"70,510,817",4,4,"3,308.50","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Asitha Properties,House for sale,"282,587,335",7,6,"7,210.40","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Property Management Company,House for sale,"42,510,952",6,4,"5,209.47","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by S Threads Property,House for sale,"195,274,997",3,4,"4,350.88","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by AA Real Estate Agents,House for sale,"37,000,000",6,3,"2,000.00","Brendiyawatta, Wellampitiya",Colombo,"Brendiyawatta, Wellampitiya",Colombo,Wellampitiya,,"Brendiyawatta, Wellampitiya"
Brokered by Propertydeal.lk,House for sale,"76,405,676",4,3,"2,834.75","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by KP Agasthi Property,House for sale,"97,413,739",3,4,"2,170.45","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Infinity Properties,House for sale,"276,665,397",10,8,"8,988.24","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"11,642,820",2,2,"1,218.21","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"19,034,516",2,1,"1,137.65","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by S Thedas Property,House for sale,"115,875,276",5,5,"2,770.91","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by SEV Real Estate,House for sale,"65,256,776",4,4,"3,196.72","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Mohammed Rizmi,House for sale,"16,457,530",1,2,896,"Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Citadel Trading ,House for sale,"66,517,315",5,4,"3,501.52","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Ideal Marketing,House for sale,"236,684,476",7,6,"6,428.14","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Asantha Real Estate,House for sale,"60,355,069",2,1,"1,344.76","Pamankada, Colombo",Colombo,Pamankada,Colombo,Pamankada,,"Pamankada, Colombo"
Brokered by The King of SL Property,House for sale,"404,819,885",9,6,"9,019.70","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"32,005,215",2,2,"1,658.18","Dematagoda, Colombo",Colombo,Dematagoda,Colombo,Dematagoda,,"Dematagoda, Colombo"
Brokered by Sithara Pavithra,House for sale,"23,579,122",3,3,"2,343.37","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"35,089,341",3,3,"1,598.84","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by SEV Real Estate,House for sale,"44,815,607",3,2,"1,490.31","Dematagoda, Colombo",Colombo,Dematagoda,Colombo,Dematagoda,,"Dematagoda, Colombo"
No broker,House for sale,"27,900,000",3,2,"1,650.00","First Lane - Queen Terrace , Hokandara, Thalawathugoda",Colombo,"First Lane - Queen Terrace , Hokandara, Thalawathugoda",Colombo,Thalawathugoda,First Lane,"First Lane - Queen Terrace , Hokandara, Thalawathugoda"
Brokered by SEV Real Estate,House for sale,"16,667,831",1,2,"1,157.89","Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"93,788,029",4,4,"2,295.06","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"125,534,940",5,4,"3,506.88","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Citadel Trading ,House for sale,"75,185,924",4,4,"3,757.70","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Citadel Trading ,House for sale,"46,760,407",5,3,"2,485.98","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Infinity Properties,House for sale,"44,240,559",3,3,"3,455.45","Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by Wasana Homes and Lands,House for sale,"72,965,472",2,1,"1,625.73","Pamankada, Colombo",Colombo,Pamankada,Colombo,Pamankada,,"Pamankada, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"58,144,265",4,4,"1,295.50","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by PK Property Solutions,House for sale,"49,365,163",4,5,"1,158.13","Colombo 9, Colombo",Colombo,Colombo 9,Colombo,Colombo 9,,"Colombo 9, Colombo"
Brokered by Dream Property,House for sale,"21,764,595",6,3,"2,667.13","Colombo 8, Colombo",Colombo,Colombo 8,Colombo,Colombo 8,,"Colombo 8, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"108,684,305",5,4,"5,741.51","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by KP Agasthi Property,House for sale,"52,514,200",3,3,"3,773.99","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by Sasiri Land sale,House for sale,"76,108,834",5,5,"3,116.79","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Prime Lands,House for sale,"44,787,875",4,3,"2,282.39","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Real Mart,House for sale,"32,917,465",5,3,"4,033.85","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by SEV Real Estate,House for sale,"112,068,182",4,2,"4,216.58","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by S Thedas Property,House for sale,"14,076,558",3,3,"1,174.00","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"34,191,745",2,1,"2,345.74","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Mohammed Rizmi,House for sale,"32,000,211",3,2,"1,718.15","Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Neththaru Property,House for sale,"15,000,000",2,2,700,"Silva Lane, Kolonnawa",Colombo,"Silva Lane, Kolonnawa",Colombo,Kolonnawa,Silva Lane,"Silva Lane, Kolonnawa"
Brokered by Dream Property,House for sale,"94,469,201",5,4,"2,394.66","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by S Threads Property,House for sale,"121,356,064",5,4,"5,918.62","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Dream Property,House for sale,"88,968,604",3,3,"2,609.00","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Platinum Property & Construction,House for sale,"135,000,000",5,4,"1,647.00","Bambalapitiya, Colombo 6",Colombo,"Bambalapitiya, Colombo 6",Colombo,Bambalapitiya ,,"Bambalapitiya, Colombo 6"
Brokered by Dream Consultant,House for sale,"33,784,278",3,3,"2,913.58","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Propertydeal.lk,House for sale,"32,907,994",3,3,"1,557.78","Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by Daraa Salam Properties,House for sale,"12,079,309",4,2,"1,480.25","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"66,663,321",5,4,"1,485.31","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by Sithara Pavithra,House for sale,"301,744,136",8,6,"9,019.70","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Wasana Homes and Lands,House for sale,"109,578,859",3,3,"4,083.88","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by KP Agasthi Property,House for sale,"251,327,906",6,6,"5,599.78","Kothalawala, Colombo",Colombo,Kothalawala,Colombo,Kothalawala,,"Kothalawala, Colombo"
Brokered by Citadel Trading ,House for sale,"109,355,236",4,4,"4,101.64","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"41,420,498",3,3,"3,539.65","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by Real Mart,House for sale,"75,958,288",5,4,"1,692.41","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by Property Management Company,House for sale,"48,367,942",4,2,"2,410.46","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Property Management Company,House for sale,"82,631,837",4,4,"2,941.63","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by KP Agasthi Property,House for sale,"28,075,804",4,4,"2,660.14","Colombo 9, Colombo",Colombo,Colombo 9,Colombo,Colombo 9,,"Colombo 9, Colombo"
Brokered by Mohammed Rizmi,House for sale,"42,932,028",4,3,"4,217.40","Morakatiya, Colombo",Colombo,Morakatiya,Colombo,Morakatiya,,"Morakatiya, Colombo"
Brokered by Mohammed Rizmi,House for sale,"64,532,306",4,3,"2,295.73","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by The King of SL Property,House for sale,"113,959,781",3,4,"2,682.66","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Property Advertising,House for sale,"25,740,896",2,2,"1,330.44","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Telemarketing Colombo,House for sale,"63,533,615",4,4,"3,430.40","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Dream Property,House for sale,"35,735,164",4,3,"3,558.22","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by PEO Lands Real Estate,House for sale,"39,984,075",3,3,"3,411.55","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by Sasiri Land sale,House for sale,"17,328,565",2,1,"1,065.10","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"29,240,220",2,1,"2,080.04","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Neththaru Property,House for sale,"32,829,813",6,4,"4,023.10","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Neththaru Property,House for sale,"16,281,131",3,2,"1,420.82","Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by Citadel Trading ,House for sale,"100,910,051",6,5,"4,543.86","Kirulapona, Colombo",Colombo,Kirulapona,Colombo,Kirulapona,,"Kirulapona, Colombo"
Brokered by Prime Lands,House for sale,"371,419,635",9,8,"8,528.49","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"61,667,003",5,5,"3,659.30","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Infinity Properties,House for sale,"22,944,950",3,2,"2,331.24","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Property Solutions,House for sale,"116,976,446",5,5,"4,695.75","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Priyankara Kavirathna,Villa for sale,"27,391,789",2,2,"1,482.44","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Telemarketing Colombo,House for sale,"24,531,388",4,3,"2,681.56","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"115,229,308",4,4,"3,522.21","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Lakshan Rent House,House for sale,"25,815,049",4,3,"1,292.66","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"87,506,265",6,5,"4,315.75","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Property Management Company,House for sale,"47,874,190",4,4,"3,091.24","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by DJ Luxury Realty,House for sale,"25,420,624",4,2,"2,492.01","Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Lakshan Rent House,House for sale,"61,939,716",7,5,"4,117.23","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"28,420,606",1,2,"2,679.03","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Real Mart,House for sale,"328,801,608",6,5,"8,992.22","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"35,780,563",2,1,"2,894.62","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Infinity Properties,House for sale,"32,353,684",2,1,"3,347.25","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Telemarketing Colombo,House for sale,"12,829,866",1,2,896,"Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by GoldMark Property Consultancy,House for sale,"123,700,788",6,5,"4,082.67","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by AA Real Estate Agents,House for sale,"109,981,042",4,5,"2,857.29","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by Asitha Properties,House for sale,"390,474,366",10,9,"9,019.70","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Prime Lands,House for sale,"40,003,181",5,5,"1,003.41","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"33,399,267",3,2,"1,112.58","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by S Threads Property,Villa for sale,"144,359,589",4,4,"3,409.96","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"15,007,663",1,1,"1,105.17","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Mohammed Rizmi,Villa for sale,"14,622,733",3,2,"1,469.50","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"25,235,115",4,3,"2,496.95","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"76,328,305",5,4,"3,333.38","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"37,184,070",3,3,"2,236.44","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"168,947,501",6,5,"3,764.28","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by AP Lands And Housing Service,Villa for sale,"50,554,266",4,2,"2,889.44","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Infinity Properties,House for sale,"98,096,880",6,4,"3,022.90","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by S Threads Property,House for sale,"103,925,606",5,5,"3,207.15","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Mohammed Rizmi,House for sale,"36,651,513",4,3,"3,575.46","Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by Dream Consultant,House for sale,"32,379,673",6,4,"2,141.26","Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by Neththaru Property,House for sale,"190,837,172",5,4,"4,252.00","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Ideal Marketing,Villa for sale,"98,937,087",6,5,"3,330.95","Kothalawala, Colombo",Colombo,Kothalawala,Colombo,Kothalawala,,"Kothalawala, Colombo"
Brokered by Dream Property,House for sale,"186,082,442",5,4,"4,146.06","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"45,303,084",4,2,"2,606.61","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Infinity Properties,House for sale,"82,586,529",4,4,"1,840.09","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by PK Property Solutions,House for sale,"117,127,595",6,4,"4,351.88","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Telemarketing Colombo,House for sale,"13,295,312",2,2,"1,303.50","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"69,706,370",3,4,"3,627.36","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Mohammed Rizmi,House for sale,"47,355,735",4,3,"4,061.47","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Sasiri Land sale,House for sale,"52,506,319",4,4,"3,043.15","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Asantha Real Estate,House for sale,"12,696,252",3,2,"1,555.85","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Property Management Company,House for sale,"46,369,806",4,4,"2,182.62","Pamankada, Colombo",Colombo,Pamankada,Colombo,Pamankada,,"Pamankada, Colombo"
Brokered by S Threads Property,House for sale,"89,905,889",4,5,"5,225.47","Kothalawala, Colombo",Colombo,Kothalawala,Colombo,Kothalawala,,"Kothalawala, Colombo"
Brokered by DJ Luxury Realty,House for sale,"114,050,795",7,6,"3,318.82","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"33,687,288",5,3,"2,765.80","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Infinity Properties,House for sale,"44,178,637",4,3,"2,391.62","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Sasiri Land sale,House for sale,"38,997,201",5,3,"2,507.90","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Property Management Company,House for sale,"36,780,372",5,4,"4,507.22","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by S Threads Property,House for sale,"64,603,808",6,5,"3,600.27","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Mohammed Rizmi,House for sale,"43,789,436",3,4,975.66,"Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"89,804,749",5,3,"3,502.82","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by S Threads Property,House for sale,"200,000,000",4,4,"4,000.00","Nawala, Colombo",Colombo,"Nawala, Colombo",Colombo,Nawala,,"Nawala, Colombo"
Brokered by S Thedas Property,House for sale,"29,246,764",4,4,"1,485.02","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"75,463,119",6,3,"3,059.60","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Lakshan Rent House,House for sale,"36,623,389",5,4,"4,487.99","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Colombo Property Holdings,House for sale,"47,863,950",2,2,"2,836.15","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Real Mart,House for sale,"8,436,193",2,1,"1,016.70","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Ideal Marketing,House for sale,"89,000,000",7,6,"5,500.00","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Telemarketing Colombo,House for sale,"79,094,609",4,4,"3,909.55","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Sasiri Land sale,House for sale,"61,282,381",5,3,"3,488.29","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Telemarketing Colombo,House for sale,"144,802,439",5,4,"3,226.31","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Lakshan Rent House,House for sale,"370,536,656",10,8,"8,615.40","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Sasiri Land Sale,Villa for sale,"58,715,102",4,3,"2,226.56","Kirulapona, Colombo",Colombo,Kirulapona,Colombo,Kirulapona,,"Kirulapona, Colombo"
Brokered by Sasiri Land sale,Villa for sale,"10,349,569",3,2,"1,087.43","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Idea Property and Real Estate,Villa for sale,"115,128,019",6,5,"4,902.44","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
